trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_booking_rule_id,drop_off_booking_rule_id,start_pickup_drop_off_window,end_pickup_drop_off_window,mean_duration_factor,mean_duration_offset,safe_duration_factor,safe_duration_offset,tts_stop_headsign,min_arrival_time,max_departure_time
t_1488437_b_30487_tn_0,12:14:00,12:14:00,782434,7,,0,0,2802.24099481283,0,,,,,1,1,,,,,,,,,,,
t_1488437_b_30487_tn_0,,,782431,8,,0,0,3186.582714027203,0,,,,,1,1,,,,,,,,,,,
t_1488437_b_30487_tn_0,,,782432,9,,0,0,3549.63784258958,0,,,,,1,1,,,,,,,,,,,
t_1488437_b_30487_tn_0,,,782433,10,,0,0,3815.7565120445815,0,,,,,1,1,,,,,,,,,,,
t_1488437_b_30487_tn_0,,,782369,11,,0,0,4195.082422582786,0,,,,,1,1,,,,,,,,,,,
t_1488437_b_30487_tn_0,,,782429,12,,0,0,4694.879322973249,0,,,,,1,1,,,,,,,,,,,
t_1488437_b_30487_tn_0,,,782424,13,,0,0,5421.904399014002,0,,,,,1,1,,,,,,,,,,,
t_1488437_b_30487_tn_0,12:23:00,12:30:00,782405,14,,0,0,6521.436409829991,0,,,,,1,1,,,,,,,,,,,
t_1488437_b_30487_tn_0,,,2751401,15,,0,0,7251.160058519826,0,,,,,1,1,,,,,,,,,,,
t_1488437_b_30487_tn_0,,,2751402,16,,0,0,9036.417606630377,0,,,,,1,1,,,,,,,,,,,
t_1488437_b_30487_tn_0,12:36:00,12:36:00,782387,17,,0,0,9264.37581309,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,13:06:00,13:06:00,782368,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,782385,2,,0,0,479.63411693612295,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,2751352,3,,0,0,1004.2105658119833,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,4230348,4,,0,0,1701.4614701663209,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,2751353,5,,0,0,1962.9202785582534,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,782435,6,,0,0,2536.6125023693044,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,13:14:00,13:14:00,782434,7,,0,0,2802.24099481283,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,782431,8,,0,0,3186.582714027203,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,782432,9,,0,0,3549.63784258958,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,782433,10,,0,0,3815.7565120445815,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,782369,11,,0,0,4195.082422582786,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,782429,12,,0,0,4694.879322973249,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,782424,13,,0,0,5421.904399014002,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,13:23:00,13:30:00,782405,14,,0,0,6521.436409829991,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,2751401,15,,0,0,7251.160058519826,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,,,2751402,16,,0,0,9036.417606630377,0,,,,,1,1,,,,,,,,,,,
t_1488439_b_30487_tn_0,13:36:00,13:36:00,782387,17,,0,0,9264.37581309,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,14:06:00,14:06:00,782368,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,782385,2,,0,0,479.63411693612295,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,2751352,3,,0,0,1004.2105658119833,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,4230348,4,,0,0,1701.4614701663209,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,2751353,5,,0,0,1962.9202785582534,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,782435,6,,0,0,2536.6125023693044,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,14:14:00,14:14:00,782434,7,,0,0,2802.24099481283,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,782431,8,,0,0,3186.582714027203,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,782432,9,,0,0,3549.63784258958,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,782433,10,,0,0,3815.7565120445815,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,782369,11,,0,0,4195.082422582786,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,782429,12,,0,0,4694.879322973249,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,782424,13,,0,0,5421.904399014002,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,14:23:00,14:30:00,782405,14,,0,0,6521.436409829991,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,2751401,15,,0,0,7251.160058519826,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,,,2751402,16,,0,0,9036.417606630377,0,,,,,1,1,,,,,,,,,,,
t_1488447_b_30487_tn_0,14:36:00,14:36:00,782387,17,,0,0,9264.37581309,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,15:06:00,15:06:00,782368,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,782385,2,,0,0,479.63411693612295,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,2751352,3,,0,0,1004.2105658119833,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,4230348,4,,0,0,1701.4614701663209,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,2751353,5,,0,0,1962.9202785582534,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,782435,6,,0,0,2536.6125023693044,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,15:14:00,15:14:00,782434,7,,0,0,2802.24099481283,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,782431,8,,0,0,3186.582714027203,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,782432,9,,0,0,3549.63784258958,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,782433,10,,0,0,3815.7565120445815,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,782369,11,,0,0,4195.082422582786,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,782429,12,,0,0,4694.879322973249,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,782424,13,,0,0,5421.904399014002,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,15:23:00,15:30:00,782405,14,,0,0,6521.436409829991,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,2751401,15,,0,0,7251.160058519826,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,,,2751402,16,,0,0,9036.417606630377,0,,,,,1,1,,,,,,,,,,,
t_1488448_b_30487_tn_0,15:36:00,15:36:00,782387,17,,0,0,9264.37581309,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,15:36:00,15:36:00,782368,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,782385,2,,0,0,479.63411693612295,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,2751352,3,,0,0,1004.2105658119833,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,4230348,4,,0,0,1701.4614701663209,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,2751353,5,,0,0,1962.9202785582534,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,782435,6,,0,0,2536.6125023693044,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,15:44:00,15:44:00,782434,7,,0,0,2802.24099481283,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,782431,8,,0,0,3186.582714027203,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,782432,9,,0,0,3549.63784258958,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,782433,10,,0,0,3815.7565120445815,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,782369,11,,0,0,4195.082422582786,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,782429,12,,0,0,4694.879322973249,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,782424,13,,0,0,5421.904399014002,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,15:53:00,16:00:00,782405,14,,0,0,6521.436409829991,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,2751401,15,,0,0,7251.160058519826,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,,,2751402,16,,0,0,9036.417606630377,0,,,,,1,1,,,,,,,,,,,
t_1488449_b_30487_tn_0,16:06:00,16:06:00,782387,17,,0,0,9264.37581309,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,16:36:00,16:36:00,782368,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,782385,2,,0,0,479.63411693612295,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,2751352,3,,0,0,1004.2105658119833,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,4230348,4,,0,0,1701.4614701663209,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,2751353,5,,0,0,1962.9202785582534,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,782435,6,,0,0,2536.6125023693044,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,16:44:00,16:44:00,782434,7,,0,0,2802.24099481283,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,782431,8,,0,0,3186.582714027203,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,782432,9,,0,0,3549.63784258958,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,782433,10,,0,0,3815.7565120445815,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,782369,11,,0,0,4195.082422582786,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,782429,12,,0,0,4694.879322973249,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,782424,13,,0,0,5421.904399014002,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,16:53:00,17:00:00,782405,14,,0,0,6521.436409829991,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,2751401,15,,0,0,7251.160058519826,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,,,2751402,16,,0,0,9036.417606630377,0,,,,,1,1,,,,,,,,,,,
t_1488450_b_30487_tn_0,17:06:00,17:06:00,782387,17,,0,0,9264.37581309,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,17:36:00,17:36:00,782368,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,782385,2,,0,0,479.63411693612295,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,2751352,3,,0,0,1004.2105658119833,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,4230348,4,,0,0,1701.4614701663209,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,2751353,5,,0,0,1962.9202785582534,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,782435,6,,0,0,2536.6125023693044,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,17:44:00,17:44:00,782434,7,,0,0,2802.24099481283,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,782431,8,,0,0,3186.582714027203,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,782432,9,,0,0,3549.63784258958,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,782433,10,,0,0,3815.7565120445815,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,782369,11,,0,0,4195.082422582786,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,782429,12,,0,0,4694.879322973249,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,782424,13,,0,0,5421.904399014002,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,17:53:00,18:00:00,782405,14,,0,0,6521.436409829991,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,2751401,15,,0,0,7251.160058519826,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,,,2751402,16,,0,0,9036.417606630377,0,,,,,1,1,,,,,,,,,,,
t_1488451_b_30487_tn_0,18:06:00,18:06:00,782387,17,,0,0,9264.37581309,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,18:36:00,18:36:00,782368,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,782385,2,,0,0,479.63411693612295,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,2751352,3,,0,0,1004.2105658119833,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,4230348,4,,0,0,1701.4614701663209,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,2751353,5,,0,0,1962.9202785582534,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,782435,6,,0,0,2536.6125023693044,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,18:44:00,18:44:00,782434,7,,0,0,2802.24099481283,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,782431,8,,0,0,3186.582714027203,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,782432,9,,0,0,3549.63784258958,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,782433,10,,0,0,3815.7565120445815,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,782369,11,,0,0,4195.082422582786,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,782429,12,,0,0,4694.879322973249,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,782424,13,,0,0,5421.904399014002,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,18:53:00,19:00:00,782405,14,,0,0,6521.436409829991,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,2751401,15,,0,0,7251.160058519826,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,,,2751402,16,,0,0,9036.417606630377,0,,,,,1,1,,,,,,,,,,,
t_1488452_b_30487_tn_0,19:06:00,19:06:00,782387,17,,0,0,9264.37581309,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,09:06:00,09:06:00,782368,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,782385,2,,0,0,479.63411693612295,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,2751352,3,,0,0,1004.2105658119833,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,4230348,4,,0,0,1701.4614701663209,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,2751353,5,,0,0,1962.9202785582534,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,782435,6,,0,0,2536.6125023693044,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,09:14:00,09:14:00,782434,7,,0,0,2802.24099481283,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,782431,8,,0,0,3186.582714027203,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,782432,9,,0,0,3549.63784258958,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,782433,10,,0,0,3815.7565120445815,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,782369,11,,0,0,4195.082422582786,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,782429,12,,0,0,4694.879322973249,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,782424,13,,0,0,5421.904399014002,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,09:23:00,09:30:00,782405,14,,0,0,6521.436409829991,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,2751401,15,,0,0,7251.160058519826,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,,,2751402,16,,0,0,9036.417606630377,0,,,,,1,1,,,,,,,,,,,
t_1488479_b_30487_tn_0,09:36:00,09:36:00,782387,17,,0,0,9264.37581309,0,,,,,1,1,,,,,,,,,,,
t_1488480_b_30487_tn_0,09:35:00,09:35:00,782387,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1488480_b_30487_tn_0,,,782389,2,,0,0,311.63551130318945,0,,,,,1,1,,,,,,,,,,,
t_1488480_b_30487_tn_0,,,2751403,3,,0,0,764.474211940969,0,,,,,1,1,,,,,,,,,,,
t_1488480_b_30487_tn_0,,,2751404,4,,0,0,1025.6004145354852,0,,,,,1,1,,,,,,,,,,,
t_1488480_b_30487_tn_0,,,782473,5,,0,0,1324.2732769878032,0,,,,,1,1,,,,,,,,,,,
t_1488480_b_30487_tn_0,,,2751405,6,,0,0,1696.4958360613984,0,,,,,1,1,,,,,,,,,,,
